date,bought,count
2022-05-25,False,30
2022-06-03,False,22
2022-06-23,False,2
2022-07-04,False,54
2022-09-06,False,11
2022-10-11,False,3
2022-11-21,False,27
2022-12-06,False,3
2022-12-12,False,21
2022-12-07,False,19
2022-12-16,False,65
2023-01-18,False,2
2023-01-30,False,2
2023-06-01,False,3
2023-08-28,False,23
2023-09-18,False,2
2023-10-12,False,2
2023-09-27,False,190
2023-10-25,False,5
2023-11-07,False,2
2023-11-21,False,15
2023-11-15,False,2
2023-12-06,False,28
